HOME_TEAM_ID,GAME_ID,SEASON,HOME_W,HOME_LAST_GAME_HOME_WIN_PCTG,HOME_LAST_GAME_AWAY_WIN_PCTG,HOME_LAST_GAME_TOTAL_WIN_PCTG,HOME_NUM_REST_DAYS,HOME_IS_BACK_TO_BACK,HOME_LAST_GAME_ROLLING_OE,HOME_LAST_GAME_ROLLING_SCORING_MARGIN,HOME_LAST_GAME_ROLLING_FG_PCT,HOME_LAST_GAME_LAST_3_WINS,AWAY_TEAM_ID,AWAY_LAST_GAME_HOME_WIN_PCTG,AWAY_LAST_GAME_AWAY_WIN_PCTG,AWAY_LAST_GAME_TOTAL_WIN_PCTG,AWAY_NUM_REST_DAYS,AWAY_IS_BACK_TO_BACK,AWAY_LAST_GAME_ROLLING_OE,AWAY_LAST_GAME_ROLLING_SCORING_MARGIN,AWAY_LAST_GAME_ROLLING_FG_PCT,AWAY_LAST_GAME_LAST_3_WINS,H2H_HOME_WIN_PCT,H2H_HOME_AVG_MARGIN,WIN_PCTG_DIFF,OE_DIFF,SCORING_MARGIN_DIFF,REST_DIFF,HOME_ADVANTAGE,FG_PCT_DIFF,FORM_DIFF
1610612737,21700072,2017-18,0,0.0,0.0,0.25,1.0,1,0.5005618739443796,-8.0,0.41980000000000006,0.0,1610612743,0.0,0.0,629.3333333333334,2.0,0,0.5299213152831573,-3.75,0.44275,1.0,0.5,0.0,-629.0833333333334,-0.02935944133877777,-4.25,-1.0,0.0,-0.022949999999999915,-1.0
1610612737,21700085,2017-18,0,0.0,0.0,0.2,2.0,0,0.4864025819089813,-10.2,0.4008,0.0,1610612749,0.0,0.0,1004.0,3.0,0,0.545376858106216,-1.2,0.4828,2.0,0.5,0.0,-1003.8,-0.058974276197234665,-9.0,-1.0,0.0,-0.08200000000000002,-2.0
1610612737,21700123,2017-18,0,0.0,0.0,0.14285714285714285,2.0,0,0.5142905741733099,-8.4,0.4378,0.0,1610612745,0.0,1.0,332.375,2.0,0,0.5034743703113855,3.4,0.4358000000000001,1.0,0.5,0.0,-332.23214285714283,0.01081620386192439,-11.8,0.0,0.0,0.0019999999999999463,-1.0
1610612737,21700146,2017-18,0,0.0,1.0,0.1111111111111111,1.0,1,0.5292346519996259,-7.8,0.4556,1.0,1610612738,0.0,1.0,31.333333333333332,1.0,1,0.5603087954011631,14.0,0.45039999999999997,3.0,0.5,0.0,-31.22222222222222,-0.031074143401537135,-21.8,0.0,-1.0,0.005200000000000038,-2.0
1610612737,21700204,2017-18,1,0.0,0.0,0.15384615384615385,2.0,0,0.5421768700622123,-5.6,0.46440000000000003,0.0,1610612758,0.0,0.0,575.0,2.0,0,0.5217468788525895,-9.0,0.4408,1.0,0.5,0.0,-574.8461538461538,0.020429991209622744,3.4000000000000004,0.0,0.0,0.02360000000000001,-1.0
1610612737,21700230,2017-18,0,1.0,0.0,0.14285714285714285,3.0,0,0.5696427882659012,3.2,0.49559999999999993,1.0,1610612738,1.0,0.0,19.2,2.0,0,0.47596389639858055,5.2,0.38580000000000003,3.0,0.5,0.0,-19.057142857142857,0.09367889186732065,-2.0,1.0,1.0,0.1097999999999999,-2.0
1610612737,21700256,2017-18,0,0.0,0.0,0.1875,2.0,0,0.5555642050717011,0.8,0.4824,1.0,1610612746,0.0,0.0,212.71428571428572,4.0,0,0.5066111580462468,-8.2,0.43100000000000005,0.0,0.5,0.0,-212.52678571428572,0.04895304702545433,9.0,-2.0,0.0,0.051399999999999946,1.0
1610612737,21700268,2017-18,1,0.0,0.0,0.17647058823529413,2.0,0,0.5789675034225257,2.0,0.4968,0.0,1610612752,1.0,0.0,335.73333333333335,2.0,0,0.5509714607702685,2.8,0.44299999999999995,2.0,0.5,0.0,-335.55686274509804,0.02799604265225719,-0.7999999999999998,0.0,0.0,0.05380000000000007,-2.0
1610612737,21700280,2017-18,0,1.0,0.0,0.16666666666666666,1.0,1,0.5910202341193241,4.6,0.4998,1.0,1610612761,0.0,0.0,460.29411764705884,1.0,1,0.5672527071880895,6.0,0.5038,1.0,0.5,0.0,-460.12745098039215,0.023767526931234628,-1.4000000000000004,0.0,1.0,-0.0040000000000000036,0.0
1610612737,21700313,2017-18,0,0.0,0.0,0.21052631578947367,5.0,0,0.5352948742079177,-11.4,0.4426,1.0,1610612739,1.0,0.0,35.45,2.0,0,0.5778905531199109,14.4,0.49559999999999993,3.0,0.5,0.0,-35.23947368421053,-0.04259567891199323,-25.8,3.0,0.0,-0.052999999999999936,-2.0
